"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1797570112234594805","Mon Jun 03 10:04:46 +0000 2024","0","Teman Alinea Prevalensi perokok aktif di Indonesia terus meningkat. Data Survei Kesehatan Indonesia (SKI) 2023 menunjukkan jumlah perokok aktif diperkirakan hingga 70 juta orang. Selengkapnya kamu bisa simak video dalam #AlineaNewsroom berikut ini. #LaranganMerokok #KEMENKES https://t.co/qF0KcBUhCF","1797570112234594805","https://pbs.twimg.com/ext_tw_video_thumb/1797569705143922688/pu/img/m20iVX_7skTQXkx5.jpg","","in","Indonesia","0","0","0","https://x.com/alineadotid/status/1797570112234594805","354168059","alineadotid"
"1790989626573807634","Thu May 16 06:16:16 +0000 2024","2","Kementerian Kesehatan RI ungkap fasilitas KRIS akan direalisasikan di 3.075 rumah sakit pada Juni 2025. Namun rumah sakit tersebut harus memenuhi 12 syarat yang telah ditetapkan. #detikhealth #Kemenkes #BPJS #KRIS https://t.co/ZGPtaj1plS","1790989626573807634","https://pbs.twimg.com/ext_tw_video_thumb/1790989530075443200/pu/img/LLCmjC5ZavSVpqxg.jpg","","in","Jakarta - Indonesia","0","0","2","https://x.com/detikHealth/status/1790989626573807634","104446991","detikHealth"
"1793168127444001146","Wed May 22 06:32:51 +0000 2024","0","Kasus Covid-19 di Singapura melonjak dua kali lipat akibat varian baru KP.1 dan KP.2 dengan angka kasus meningkat dari 13 ribu menjadi 25.900 pada 5-11 Mei 2024. ~Suara Merdeka Daily #suaramerdeka #suaramerdekanetwork #suaramerdekacom #covid19 #singapura #kemenkes #virus https://t.co/n8a4oEFvvI","1793168127444001146","https://pbs.twimg.com/ext_tw_video_thumb/1793167963996237824/pu/img/lHkCcHra7De4PfgS.jpg","","in","indonesia","0","0","0","https://x.com/suaramerdeka/status/1793168127444001146","219527452","suaramerdeka"
"1761368133552525466","Sat Feb 24 12:31:02 +0000 2024","10","Kementerian Kesehatan telah mencatat ada 108 petugas pemilu yang meninggal dunia. Bagaimana bisa? #detikhot #kemenkes #petugaspemilu https://t.co/2esDde8LRK","1761368133552525466","https://pbs.twimg.com/ext_tw_video_thumb/1761368086102310912/pu/img/MhIvJZze3TWNk3Tg.jpg","","in","","0","1","4","https://x.com/detikcom/status/1761368133552525466","69183155","detikcom"
"1795677820695577081","Wed May 29 04:45:29 +0000 2024","6","Kasus DBD meningkat Demokrat minta Kemenkes Masifkan Edukasi Pencegahan. . #demokrat #pdemokrat #AHY #kemenkes https://t.co/Wo7vB0WSiS","1795677820695577081","https://pbs.twimg.com/ext_tw_video_thumb/1795677771039191040/pu/img/noNDgURaP2AWETSk.jpg","","in","","0","0","1","https://x.com/JatimDemokrat/status/1795677820695577081","1359748888014458882","JatimDemokrat"
"1790984234259153189","Thu May 16 05:54:50 +0000 2024","3","Kementerian Kesehatan RI tegaskan masih adanya pelayanan BPJS kelas 1 2 3. Adapun Kelas Rawat Inap Standar (KRIS) sendiri baru akan diberlakukan pada tahun depan. #detikhealth #kemenkes #BPJS https://t.co/epbv5lSmCf","1790984234259153189","https://pbs.twimg.com/ext_tw_video_thumb/1790984187182260224/pu/img/nYjxdr83NkCINaE-.jpg","","in","Jakarta - Indonesia","0","0","3","https://x.com/detikHealth/status/1790984234259153189","104446991","detikHealth"
"1724314066737660369","Tue Nov 14 06:31:24 +0000 2023","0","Kalo kamu ngerasa lagi ngalamin gangguan kesehatan mental jangan ragu untuk minta bantuan ke Ahlinya ya!️‍ #DengerinD #DengerinDeh #Kemenkes #kesehatanmental #mentalhealth #gangguankesehatanmental #fyp #psikolog https://t.co/D5KxBuyiZg","1724314066737660369","https://pbs.twimg.com/ext_tw_video_thumb/1724313978220994560/pu/img/7wrtc19dKukiFGI1.jpg","","in","Bekasi | Cikarang Selatan","0","0","0","https://x.com/denger_ind/status/1724314066737660369","1542759557042413568","denger_ind"
"1698597699329896562","Mon Sep 04 07:23:44 +0000 2023","4","#AnandKrishna #LaksonoTrisnantoro #Kemenkes #Germas #Germas2023 #KesehatanJiwa #DrupadiHSDilloon #AhliGizi #AhliGiziKlinik #GiziKlinik #Imunologi #DannyWiradarma #HariBhaktiIbuPertiwi #KesehatanHolistik #TransformasiGayaHidup #GayaHidup #TransformasiKesehatan https://t.co/uNM92tnqV1","1698597699329896562","https://pbs.twimg.com/media/F5KhLKzbcAAExdA.jpg","","qme","Jakarta Utara, DKI Jakarta","0","0","2","https://x.com/AnandAshram/status/1698597699329896562","128622561","AnandAshram"
"1790588032246288739","Wed May 15 03:40:29 +0000 2024","0","Kemenkes berencana mengganti kelas 1 2 dan 3 BPJS menjadi kelas rawat inap standar di seluruh Indonesia pada Juni 2025. IDO #MNCTVNews #LintasiNews #BPJS #Kemenkes Selengkapnya: https://t.co/W6vJCN7xam #MNCTVNews #BPJS #Kemenkes https://t.co/8lKMXgAKhv","1790588032246288739","https://pbs.twimg.com/media/GNlyPFIa4AEQFA0.jpg","","in","Indonesia","0","0","0","https://x.com/Lintas_MNCTV/status/1790588032246288739","61377303","Lintas_MNCTV"
"1787412559198646550","Mon May 06 09:22:17 +0000 2024","3","Respons Kemenkes soal Vaksin Astrazeneca Picu Pembekuan Darah ~N #Kemenkes #Aztrazaneca #PembekuanDarah https://t.co/BpeNbLYZgx","1787412559198646550","https://pbs.twimg.com/media/GM4qJk-a4AAKaM0.jpg","","in","Jakarta","0","1","0","https://x.com/kompascom/status/1787412559198646550","23343960","kompascom"
