"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1790254114078949660","Tue May 14 05:33:36 +0000 2024","1","Rancangan awal sbg Asuransi yg meringankan dalam perkembangannya justru malah memberatkan masyarakat? Sistem selalu berubah-ubah tapi pelayanan tidak bertambah baik malah makin susah? #BPJS #Kelas #Asuransi #Kesehatan https://t.co/zWEYGDxgck","1790254114078949660","https://pbs.twimg.com/amplify_video_thumb/1789915777589813248/img/uNZ8XmHQiI_-KCxK.jpg","","in","","0","0","0","https://x.com/mindaart/status/1790254114078949660","178600446","mindaart"
"1794203725046952434","Sat May 25 03:07:57 +0000 2024","0","Jamu Herbal #tradisional #kesehatan #kondisi #dokter #alam #murah #gowes #federal #poema https://t.co/cI9dZTELo5","1794203725046952434","https://pbs.twimg.com/ext_tw_video_thumb/1794203197395095552/pu/img/JJBS7cjPW_PlgKtS.jpg","","in","Kediri, Jogja, Semarang ","0","0","0","https://x.com/agusan16/status/1794203725046952434","332194463","agusan16"
"1790652049472024853","Wed May 15 07:54:51 +0000 2024","5","Beneran bu konsultasi online masih gratis... ampun tolong lepasin... #AiCare #Konsultasionline #Katherine #SobatKatherine #Cekajadulu #Aplikasikesehatan #Kesehatan #AAA #fyp #trend #trending #viral https://t.co/3MMbLJoxVw","1790652049472024853","https://pbs.twimg.com/ext_tw_video_thumb/1790652021810565120/pu/img/xuxhQ4yijE0uzloZ.jpg","","in","DKI Jakarta","0","0","0","https://x.com/aicaredotId/status/1790652049472024853","1456524392683302917","aicaredotId"
"1797513480410689704","Mon Jun 03 06:19:44 +0000 2024","3","Ekspor Tulang Sotong? Kalian tau nggak sih tulang sotong? Nah buat kalian yang belum tau karimin kasih tau ya #ekspor #tulang #sotong #ceko #karantina #sertifikat #kesehatan #pakan #burung #fyp https://t.co/vncJY2NFa8","1797513480410689704","https://pbs.twimg.com/ext_tw_video_thumb/1797513391424339968/pu/img/r3a0bxfKgF48Poxw.jpg","","in","Jakarta","0","1","2","https://x.com/BarantinRI/status/1797513480410689704","1247843492","BarantinRI"
"1794980587242950829","Mon May 27 06:34:55 +0000 2024","0","Dokter estetika dr. Zie ingatkan agar di cuaca panas kali ini perempuan terutama pekerja di luar ruangan agar selalu memenuhi kebutuhan cairan tubuh dan perlindungan tubuh agar tidak mudah sakit. Simak penjelasannya berikut ini. #wolipop #skincare #kesehatan #cuacapanas https://t.co/6pY9a1T7G5","1794980587242950829","https://pbs.twimg.com/ext_tw_video_thumb/1794980536944857088/pu/img/AUb2GtpjsQ8My8sA.jpg","","in","ÜT: -6.2746861,106.8304126","0","0","0","https://x.com/wolipop/status/1794980587242950829","95579729","wolipop"
"1796471760487174627","Fri May 31 09:20:19 +0000 2024","0","Senam sehat Jumat 31 Mei 2024. Tetap olahraga ya sobat mido walaupun sesibuk apapun karena olahraga itu penting. Kesehatan adalah hal yang utama. #imigrasiindonesia #senamsehat #kesehatan https://t.co/91EJO3wiQa","1796471760487174627","https://pbs.twimg.com/ext_tw_video_thumb/1796471641805123584/pu/img/6aqIwqUx_neSBDrS.jpg","","in","Bukittinggi","0","0","0","https://x.com/imigrasiagam/status/1796471760487174627","3304935259","imigrasiagam"
"1797786506721112298","Tue Jun 04 00:24:39 +0000 2024","0","Hallo Fitlisteners! Fitradio Semarang sedang membuka lowongan penyiar radio parttime buruan segera kirim CV mu! #stayfit #stayfitforlife #kesehatan #radiokesehatan #radio #lowongan #lowongankerja #lowonganpenyiarradio #lokersemarang #parttime #penyiar #loker #broadcaster https://t.co/PgXr2QjhiG","1797786506721112298","https://pbs.twimg.com/media/GPMFS5sbQAA5uNW.jpg","","in","Semarang, Jawa Tengah","0","0","0","https://x.com/FitRadioSMG/status/1797786506721112298","718768543722905600","FitRadioSMG"
"1789601159369691420","Sun May 12 10:19:00 +0000 2024","0","Jadi... Salep hanya buat meredakan ya guyss. Kunjungi link di bawah ini untuk info produk teknologi laser dan promo menarik lainnya https://t.co/U7EMxKOggs #GoInspire #Kesehatan https://t.co/hQB512D2ip","1789601159369691420","https://pbs.twimg.com/ext_tw_video_thumb/1788121580322816000/pu/img/Xb0oUSG-_YqgoyFM.jpg","","in","","0","0","0","https://x.com/Go_Inspire_MTV/status/1789601159369691420","217658384","Go_Inspire_MTV"
"1790329961741697167","Tue May 14 10:35:00 +0000 2024","1","Yuk! Kenali gejala-gejala OA lutut. Kunjungi link di bawah ini untuk info produk teknologi laser dan promo menarik lainnya https://t.co/U7EMxKOggs #GoInspire #Kesehatan https://t.co/bSeqfzHDdh","1790329961741697167","https://pbs.twimg.com/ext_tw_video_thumb/1788155823702839296/pu/img/RJHHmBsATmTC_sFg.jpg","","in","","0","0","0","https://x.com/Go_Inspire_MTV/status/1790329961741697167","217658384","Go_Inspire_MTV"
"1795508386798387256","Tue May 28 17:32:13 +0000 2024","3","#KunciKesehatan #KebersihanDiri #KebersihanLingkungan @Anand_Krishna_ ▶ https://t.co/BVjNlVgmwL #Kesehatan #SelRadikal #Dwarapala #JayaVijaya #PatungRaksasa #AnandKrishnaIndonesia #AnandKrishna #AnandAshram #InspirasiSehat #PemberdayaanDiri #TransformasiDiri #KesehatanMental https://t.co/XnlqnAUw5R","1795508386798387256","https://pbs.twimg.com/media/GOrst-XbYAAhBVS.jpg","","qme","Jakarta Utara, DKI Jakarta","0","0","3","https://x.com/AnandAshram/status/1795508386798387256","128622561","AnandAshram"
