"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1746813729050931361","Mon Jan 15 08:37:01 +0000 2024","436","Mantap Pak Dokter 🇮🇩 #doktertirta #dokter #fypシ #anies #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNo1 https://t.co/aztGqTGfI8","1746813729050931361","https://pbs.twimg.com/ext_tw_video_thumb/1746813611144822784/pu/img/fvYLlMIogD5ktX1B.jpg","","ht","","3","5","184","https://x.com/aniesmania/status/1746813729050931361","836539655478624258","aniesmania"
"1745354764056252457","Thu Jan 11 07:59:37 +0000 2024","621","Bu Dokter aja takut sama pemimpin yang suka tantrum kalau kamu gimana? #tantrum #dokter #edukasi #fypシ゚viral #amin #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNo1 https://t.co/eOAvF2gIPc","1745354764056252457","https://pbs.twimg.com/ext_tw_video_thumb/1745354716618661888/pu/img/K2JkoxniTMcvYl02.jpg","","in","","6","6","310","https://x.com/aniesmania/status/1745354764056252457","836539655478624258","aniesmania"
"1764528252499222950","Mon Mar 04 05:48:13 +0000 2024","15","Cara aktifkan fitur tersembunyi yang ada di HP #dokter #ifkgbg https://t.co/M5RISf45QJ","1764528252499222950","https://pbs.twimg.com/ext_tw_video_thumb/1764528146144268288/pu/img/-fHXUdvjgnWRnwKW.jpg","","in","Indonesia","0","0","0","https://x.com/bukanhoaxxx/status/1764528252499222950","18712433","bukanhoaxxx"
"1775527381803188653","Wed Apr 03 14:14:50 +0000 2024","4"," Dokter Diteriaki Maling #dokter #poetry #rhyme #music https://t.co/Kwj0YuLpez","1775527381803188653","https://pbs.twimg.com/ext_tw_video_thumb/1775527292992950272/pu/img/6Dn2viPoZaDuEGmc.jpg","","in","","0","0","1","https://x.com/DavidBenno/status/1775527381803188653","37853142","DavidBenno"
"1795681475414859879","Wed May 29 05:00:00 +0000 2024","3","Menteri Kesehatan RI Budi Gunadi singgung soal wacana naturalisasi dokter asing ke Indonesia. Berikut respons Pengurus Besar Ikatan Dokter Indonesia (PB IDI). #detikhealth #dokter https://t.co/fdtgSptBcc","1795681475414859879","https://pbs.twimg.com/ext_tw_video_thumb/1795673838539378688/pu/img/05-Iw1-9JXgSJKl_.jpg","","in","Jakarta - Indonesia","0","2","3","https://x.com/detikHealth/status/1795681475414859879","104446991","detikHealth"
"1794203725046952434","Sat May 25 03:07:57 +0000 2024","0","Jamu Herbal #tradisional #kesehatan #kondisi #dokter #alam #murah #gowes #federal #poema https://t.co/cI9dZTELo5","1794203725046952434","https://pbs.twimg.com/ext_tw_video_thumb/1794203197395095552/pu/img/JJBS7cjPW_PlgKtS.jpg","","in","Kediri, Jogja, Semarang ","0","0","0","https://x.com/agusan16/status/1794203725046952434","332194463","agusan16"
"1766790154864250994","Sun Mar 10 11:36:12 +0000 2024","2","Militer rezim Zionis Israel dari korps teknik tempur menculik puluhan warga Palestina termasuk seorang dokter pada bulan Desember 2023. Tentara rezim Zionis menyebut dokter ini sebagai sampah manusia . #palestina #dokter #penculikan #israel #zionis https://t.co/fukATQcgD1 https://t.co/DCnpOwz71o","1766790154864250994","https://pbs.twimg.com/ext_tw_video_thumb/1766790007501590528/pu/img/-bqw9KuY68MGbbmu.jpg","","in","Tehran, Iran","0","0","1","https://x.com/ParstodayIRIB/status/1766790154864250994","1426858042109435908","ParstodayIRIB"
"1796130188197028324","Thu May 30 10:43:02 +0000 2024","0","OH JADI GINI #friendshipgoals #friends #friendship #dokter #mayapadahospitalsurabaya #mhsb #dokterspesialissurabaya #doktersurabaya #surabaya #infosurabaya #viral #reels #trending #trendingcontent https://t.co/kFbOJvR4Sc","1796130188197028324","https://pbs.twimg.com/ext_tw_video_thumb/1796130133407043584/pu/img/JXUjKGIUrf3NqrP0.jpg","","in","Jakarta, Indonesia","0","0","0","https://x.com/RSMayapada/status/1796130188197028324","280476743","RSMayapada"
"1794671512420782178","Sun May 26 10:06:46 +0000 2024","1","Kamu yang nonton video ini udah tau belum jawaban yang terakhir apa? Kalau tau coba jawab di kolom komentar yuk! #AiCare #Katherine #YourSmartHealthCompanion #Healthtech #cekajadulu #konsultasibarengaicare #Quiz #TebakTebakan #Dokter #DokterSpesialis https://t.co/muDswKravj","1794671512420782178","https://pbs.twimg.com/ext_tw_video_thumb/1794671425913253888/pu/img/tvh-F59K8AIHgch8.jpg","","in","DKI Jakarta","0","0","0","https://x.com/aicaredotId/status/1794671512420782178","1456524392683302917","aicaredotId"
"1780443797643812966","Wed Apr 17 03:50:55 +0000 2024","0","Waduh?! sekitar 3 3% calon dokter spesialis sampe kepikiran untuk ngelukain diri sendiri dan bahkan ada yang sampe mau bunuh diri? #Bunuhdiri #CalonDokter #Depresi #Dokter #Dokterspesialis #FakultasKedokteran https://t.co/hgvCBzOEJ4","1780443797643812966","https://pbs.twimg.com/ext_tw_video_thumb/1780441702446321664/pu/img/cqIIaSmqRKZR780N.jpg","","in","Jakarta Capital Region","0","0","0","https://x.com/GerakanPis/status/1780443797643812966","1466673559829311488","GerakanPis"
